index,teamId,summonerId,championId,win,perks_defense,perks_flex,perks_offense,subStyle,primaryStyle,primary1perk,primary2perk,sub1perk,sub2perk,enemy_champ_team,championLevel,championPoints,tags,partype,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,attack,defense,magic,difficulty
0,100,v5szA3OXRLcOnpUp3ZIByq7xIhez0FkWDGr9jvyH1En1GA,86,True,5002,5008,5008,8400,8000,8010,9111,8242,8473,"[41, 11, 166, 34, 105]",7,42851,"['Fighter', 'Tank']",None,690,98,0,0.0,340,38,4.2,32,1.55,175,8.0,0.5,0.0,0.0,0,0,69,4.5,3.65,0.625,7,7,1,5
1,100,81wGimwvuZ41LAn1wup09GevjY0ODzJq58BZTcAJfNeKDRI,77,True,5003,5008,5005,8000,8200,8230,8275,9111,9105,"[41, 11, 166, 34, 105]",3,7049,"['Fighter', 'Tank']",Mana,664,92,271,50.0,350,31,4.7,32,2.05,125,6.0,0.75,7.5,0.45,0,0,62,4.0,3.0,0.65,8,7,4,7
2,100,JPyL3banWmA-ZCJGNOvbspsW4kaw9E8P-wteSyMGaDbNPnU,157,True,5003,5008,5005,8400,8000,8021,9111,8473,8453,"[41, 11, 166, 34, 105]",6,111693,"['Fighter', 'Assassin']",Flow,590,110,100,0.0,345,30,4.6,32,2.05,175,6.5,0.9,0.0,0.0,0,0,60,3.0,3.5,0.697,8,4,4,10
3,100,aefkFMCVQoaEhfJru7XBhJDJWsQGiYJIG8g_CY4BuXuo1gg,222,True,5002,5008,5005,8100,8000,8008,8009,8139,8135,"[41, 11, 166, 34, 105]",6,43015,['Marksman'],Mana,630,100,260,50.0,325,26,4.7,30,1.3,525,3.75,0.5,6.7,1.0,0,0,59,3.15,1.0,0.625,9,2,4,6
4,100,8OgtxKUfbZ9Pkja63gn0ZRh10_agR1yj9hH3Yfqb5dHiGrw,25,True,5001,5008,5007,8300,8200,8229,8275,8313,8345,"[41, 11, 166, 34, 105]",3,11076,"['Mage', 'Support']",Mana,630,104,340,60.0,335,25,5.0,30,1.3,450,5.5,0.4,11.0,0.4,0,0,56,3.5,1.53,0.625,1,6,8,1
5,200,500-z1qVQ8GwiEHubwYokUDR5dhy5OSePjRTNBdnm3OK6w,41,False,5001,5002,5008,8200,8400,8437,8446,8224,8237,"[86, 77, 157, 222, 25]",2,5237,['Fighter'],Mana,600,114,280,60.0,345,31,4.2,32,2.05,125,6.0,0.6,7.5,0.7,0,0,64,3.7,3.2,0.658,7,6,4,9
6,200,zvIBkR02LfYh2b0TN12Uo7m6jYI3Po_piD6rtjFaB9fP,11,False,5002,5008,5005,8000,8100,9923,8143,9111,9104,"[86, 77, 157, 222, 25]",7,707181,"['Assassin', 'Fighter']",Mana,669,100,251,42.0,355,33,4.2,32,2.05,175,7.5,0.65,7.25,0.45,0,0,65,2.2,2.0,0.679,10,4,2,4
7,200,0nPz7ri619KkdYlJiPSnsVS35NgxoQtJoWH_2wcjYRSLRA,166,False,5002,5008,5005,8100,8000,8005,9111,8139,8105,"[86, 77, 157, 222, 25]",7,95941,"['Marksman', 'Assassin']",Mana,630,104,350,40.0,330,26,4.2,30,1.3,500,3.75,0.65,8.2,0.7,0,0,52,3.5,4.0,0.638,0,0,0,0
8,200,Yq5mUE2LemGLW6pYAQYLQjb-QEN1IDJy6kh88cqXw8dqjac,34,False,5002,5002,5007,8200,8100,8128,8126,8210,8226,"[86, 77, 157, 222, 25]",2,3637,"['Mage', 'Support']",Mana,550,92,495,45.0,325,21,4.9,30,1.3,600,5.5,0.55,8.0,0.8,0,0,51,3.2,1.68,0.625,1,4,10,10
9,200,ZWGse6rOehYyVoq2PH9HeiB8K8_UWKxXI-mSLSsjwsFTo04,105,False,5002,5008,5008,8200,8100,8112,8143,8210,8236,"[86, 77, 157, 222, 25]",5,33785,"['Assassin', 'Fighter']",Mana,640,106,317,52.0,335,22,4.6,32,2.05,175,8.0,0.7,6.0,0.8,0,0,58,3.0,3.1,0.658,6,4,7,6
