index,teamId,summonerId,championId,win,perks_defense,perks_flex,perks_offense,subStyle,primaryStyle,primary1perk,primary2perk,sub1perk,sub2perk,enemy_champ_team,championLevel,championPoints,tags,partype,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,attack,defense,magic,difficulty
0,100,Ey4x96KhXywEW92AXPv3uqqCuoqTet3leNhCLw4u3K4stg,126,False,5002,5008,5005,8400,8000,8005,9111,8242,8473,"[36, 5, 99, 22, 412]",2,5335,"['Fighter', 'Marksman']",Mana,590,109,375,45.0,335,22,5.0,30,1.3,125,6.0,0.6,6.0,0.8,0,0,57,4.25,3.0,0.658,8,4,3,7
1,100,65rjBqcTy9TEmZnFyOy6HEBrsnRIS3-9WC0fZ4gjhoGb,64,False,5002,5008,5005,8300,8000,8010,9111,8304,8347,"[36, 5, 99, 22, 412]",6,71856,"['Fighter', 'Assassin']",Energy,645,105,200,0.0,345,34,4.9,32,2.05,125,7.5,0.7,50.0,0.0,0,0,66,3.7,3.0,0.651,8,5,3,6
2,100,xP73aKUFV0MXEnJgfGwVOEf_E56iBWHH_aev3tTw6t-DvQ,4,False,5002,5008,5005,8300,8100,8112,8126,8345,8304,"[36, 5, 99, 22, 412]",7,70288,['Mage'],Mana,604,108,333,39.0,330,21,4.35,30,1.3,525,5.5,0.6,8.0,0.8,0,0,52,3.3,3.22,0.651,6,2,6,9
3,100,LQ7GsifPncyWe5Hmni42CDyd0X04_PNZUBkegHIHDEEZh3A,145,False,5002,5008,5005,8300,8100,9923,8139,8304,8345,"[36, 5, 99, 22, 412]",5,75814,['Marksman'],Mana,670,102,345,40.0,335,28,4.2,30,1.3,525,3.5,0.55,8.2,0.7,0,0,59,2.6,1.8,0.644,8,5,3,6
4,100,gwzwQjEHA2sd587KZn8ZaYyH4skVfuw6hbn2JnM03iDc,526,False,5001,5002,5007,8300,8400,8439,8446,8304,8347,"[36, 5, 99, 22, 412]",5,23414,"['Tank', 'Support']",Mana,610,104,350,45.0,330,39,4.2,32,2.05,175,8.5,0.85,6.0,0.35,0,0,55,3.0,1.5,0.625,0,0,0,0
5,200,K2twAA5gA-gMXY4YVq0szKaX-er9Hlhz8sitMu4lzN00Qw,36,True,5002,5002,5008,8000,8400,8437,8446,9105,8299,"[126, 64, 4, 145, 526]",4,16007,"['Fighter', 'Tank']",None,613,103,0,0.0,345,32,3.7,29,2.3,125,7.0,0.5,0.0,0.0,0,0,61,2.5,3.3,0.67,5,7,6,5
6,200,G7nbn7m4fH4N22YfGGZrqkbVFPAUiYx8lJU5UO2Olidt5g,5,True,5002,5008,5005,8000,8100,9923,8139,9111,8014,"[126, 64, 4, 145, 526]",3,10837,"['Fighter', 'Assassin']",Mana,640,106,274,55.0,345,35,4.7,32,2.05,175,8.0,0.7,7.25,0.45,0,0,63,3.0,3.5,0.645,8,6,3,2
7,200,mQ1IS00tuKf0a-9bXfDfJsjSfaVONfKLDA7ZWgvuAdk5dr0,99,True,5002,5008,5005,8200,8000,8021,9101,8275,8210,"[126, 64, 4, 145, 526]",7,168996,"['Mage', 'Support']",Mana,560,99,480,23.5,330,19,5.2,30,1.3,550,5.5,0.55,8.0,0.8,0,0,54,3.3,2.0,0.669,2,4,9,5
8,200,G5iSyErt18e1INR8336JLK07v844pa-8nLkuVpUcqmHkQyo,22,True,5002,5008,5005,8300,8000,8008,8009,8345,8410,"[126, 64, 4, 145, 526]",6,108664,"['Marksman', 'Support']",Mana,640,101,280,35.0,325,26,4.6,30,1.3,600,3.5,0.55,7.0,0.65,0,0,59,2.95,3.33,0.658,7,3,2,4
9,200,3Qqc5tuZZzRYObTrlGvJGfivVXSD0_ZZm3D9sOhYqtyzTrY,412,True,5002,5002,5007,8300,8400,8465,8463,8345,8347,"[126, 64, 4, 145, 526]",7,49583,"['Support', 'Fighter']",Mana,600,120,274,44.0,330,28,0.0,30,1.3,450,7.0,0.55,6.0,0.8,0,0,56,2.2,3.5,0.625,5,6,6,7
