index,teamId,summonerId,championId,win,perks_defense,perks_flex,perks_offense,subStyle,primaryStyle,primary1perk,primary2perk,sub1perk,sub2perk,enemy_champ_team,championLevel,championPoints,tags,partype,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,attack,defense,magic,difficulty
0,100,t8Tw09G5Gn5sexOB5a3npACbhy_C3pJZFXKhiOA9SPPduTI,75,False,5002,5003,5007,8000,8400,8437,8446,8009,8299,"[64, 20, 8, 498, 89]",4,13075,"['Fighter', 'Tank']",Mana,631,104,326,62.0,350,34,4.7,32,2.05,125,9.0,0.9,7.45,0.5,0,0,67,3.5,3.48,0.638,7,5,6,6
1,100,500-z1qVQ8GwiEHubwYokUDR5dhy5OSePjRTNBdnm3OK6w,887,False,5002,5008,5005,8100,8000,8010,9111,8139,8135,"[64, 20, 8, 498, 89]",2,4277,"['Fighter', 'Assassin']",Mana,620,109,330,40.0,340,39,5.2,32,2.05,150,8.5,0.9,7.5,0.7,0,0,63,3.0,2.25,0.69,7,4,5,5
2,100,FvxpHro_Tm6NOdvjw7590BD0RK89iOqeUXPbKkWC1HTL9Fk,80,False,5002,5002,5005,8400,8000,8010,9111,8473,8451,"[64, 20, 8, 498, 89]",4,15312,"['Fighter', 'Assassin']",Mana,650,109,317,31.0,345,40,4.95,28,2.05,175,6.0,0.65,7.35,0.45,0,0,64,3.3,2.95,0.658,9,4,3,4
3,100,zDqQ8NDIqOKx3WuoVOdI1TNQfNA9d822OdcYyYbwpkxny4Q,21,False,5002,5008,5005,8100,8000,8005,8009,8139,8135,"[64, 20, 8, 498, 89]",7,149296,['Marksman'],Mana,640,103,300,40.0,325,28,4.2,30,1.3,550,3.75,0.65,8.0,0.8,0,0,52,2.4,3.0,0.656,8,2,5,1
4,100,MlEoi-_wXxBq7RXCWI_9JQbcKBQaS7vQpwS8bmy33bd3ing,235,False,5003,5008,5005,8000,8300,8351,8304,9104,8014,"[64, 20, 8, 498, 89]",7,155289,"['Marksman', 'Support']",Mana,530,89,350,45.0,330,28,4.7,30,1.3,600,3.5,0.55,11.5,0.7,0,0,50,0.0,4.0,0.625,7,2,6,7
5,200,hjhPXNvFHG3RQrAm98Zi8UZUlr_rEvzs_zbyrG_VGmzF_ow,64,True,5002,5008,5005,8400,8000,8010,9111,8473,8453,"[75, 887, 80, 21, 235]",6,68752,"['Fighter', 'Assassin']",Energy,645,105,200,0.0,345,34,4.9,32,2.05,125,7.5,0.7,50.0,0.0,0,0,66,3.7,3.0,0.651,8,5,3,6
6,200,9e2efuYqSZTxEGqiJBpQm8FALdUa9xvsAmFgTxmb-0HvTCA,20,True,5002,5008,5005,8000,8200,8230,8275,9111,9104,"[75, 887, 80, 21, 235]",4,16644,"['Tank', 'Fighter']",Mana,610,90,280,42.0,345,29,4.2,32,2.05,125,5.0,0.8,7.0,0.5,0,0,61,3.0,2.25,0.625,4,6,7,4
7,200,dSL3JskjgC2vXL6AqdM6oQ006e52AHGJqrtVcZruTmdrSw,8,True,5002,5002,5007,8300,8200,8230,8275,8304,8347,"[75, 887, 80, 21, 235]",2,2738,['Mage'],Crimson Rush,607,110,2,0.0,330,27,4.5,30,1.3,450,7.0,0.6,0.0,0.0,0,0,55,3.0,2.0,0.658,2,6,8,7
8,200,d3ZA734amcaRkWOllHKP-yOyFYv5nrkFJ1mY7pDtC9bu8Vs,498,True,5002,5008,5005,8100,8000,8008,8009,8139,8135,"[75, 887, 80, 21, 235]",7,36557,['Marksman'],Mana,660,102,340,40.0,330,25,4.2,30,1.3,525,3.25,0.75,8.25,0.8,0,0,60,3.5,3.9,0.658,10,6,1,5
9,200,P6BxauX5fidsvC88A2WmKJbK3mfBgoGbLNLax74rZOM8n6Q,89,True,5002,5002,5007,8300,8400,8439,8463,8345,8306,"[75, 887, 80, 21, 235]",7,68885,"['Tank', 'Support']",Mana,646,101,302,40.0,335,47,4.8,32,2.05,125,8.5,0.85,6.0,0.8,0,0,60,3.0,2.9,0.625,4,8,3,4
